(None),(None)
Module,Module
Modules,Modules
Modules and components,Modules and components
Mon,Mon
Month,Month
Month/week/day event calendar with drag support,Month/week/day event calendar with drag support
Month/week/day visual calendar,Month/week/day visual calendar
Monthly Sales,Monthly Sales
More,More
More actions,More actions
Motion off,Motion off
Motion on,Motion on
Move Down,Move Down
Move Up,Move Up
Mute,Mute
Muted Text,Muted Text
My Location,My Location
Name,Name
Navigate,Navigate
Navigate records,Navigate records
Navigation,Navigation
Navigation overview for large graphs,Navigation overview for large graphs
New,New
New Invoice,New Invoice
New Order,New Order
New Orders,New Orders
New Tab,New Tab
New assignment,New assignment
Next,Next
Next Page,Next Page
Next record (↓),Next record (↓)
Next: Preview,Next: Preview
No,No
No DocType specified,No DocType specified
No Link fields found,No Link fields found
No SVG element found,No SVG element found
No active workflow found,No active workflow found
No activity,No activity
No activity yet,No activity yet
No apps found,No apps found
No audit entries found,No audit entries found
No bins match your filter,No bins match your filter
No cards,No cards
No commands found,No commands found
No data,No data
No data available for storytelling,No data available for storytelling
No data to export,No data to export
No endpoints found,No endpoints found
No events found,No events found
No events to display,No events to display
No fields found. Load a DocType or add fields.,No fields found. Load a DocType or add fields.
No files in this folder,No files in this folder
No images found,No images found
No linked documents,No linked documents
No matching actions,No matching actions
No notifications,No notifications
No numeric columns to chart,No numeric columns to chart
No recent activity,No recent activity
No recent records,No recent records
No records,No records
No records found,No records found
No relationships found,No relationships found
No resources defined,No resources defined
No results,No results
No results found,No results found
No saved whiteboards,No saved whiteboards
No status field found for Kanban view,No status field found for Kanban view
No status options defined,No status options defined
No tasks found,No tasks found
No users found,No users found
No version data,No version data
No versions to compare. Enable versioning on this DocType to track changes.,No versions to compare. Enable versioning on this DocType to track changes.
No words to display,No words to display
No workflow defined,No workflow defined
No workflow found,No workflow found
Nodes,Nodes
Not Found,Not Found
Not Set,Not Set
Not shared with anyone,Not shared with anyone
Notification,Notification
Notifications,Notifications
November,November
Ocean Breeze,Ocean Breeze
October,October
Older,Older
On Hold,On Hold
Onboarding complete!,Onboarding complete!
One line to create an interactive application graph,One line to create an interactive application graph
Opacity,Opacity
Open,Open
Open App,Open App
Open Full Form,Open Full Form
Open List,Open List
Open full form,Open full form
Open full form (Ctrl+Enter),Open full form (Ctrl+Enter)
Open full form →,Open full form →
Open list,Open list
Open report,Open report
Operations,Operations
Options,Options
Order Processing Workflow,Order Processing Workflow
Order approved by manager,Order approved by manager
Order being prepared,Order being prepared
Order created pending submission,Order created pending submission
Order delivered to customer,Order delivered to customer
Order dispatched,Order dispatched
Order submitted for approval,Order submitted for approval
Organization Structure,Organization Structure
Other,Other
Outgoing,Outgoing
PDF export requires jsPDF. Downloaded as PNG instead.,PDF export requires jsPDF. Downloaded as PNG instead.
Page,Page
Page missing lang attribute on <html>,Page missing lang attribute on <html>
Pagination,Pagination
Parameters,Parameters
Pending,Pending
Pending Invoices,Pending Invoices
People viewing,People viewing
Permission Denied,Permission Denied
Permission Matrix,Permission Matrix
Phase 1: Planning,Phase 1: Planning
Phase 2: Design,Phase 2: Design
Phase 3: Development,Phase 3: Development
Phase 4: Testing,Phase 4: Testing
Phase 5: Launch,Phase 5: Launch
Pick from screen,Pick from screen
Picture-in-Picture,Picture-in-Picture
Pipeline,Pipeline
Pivot Table,Pivot Table
Play,Play
Playlist,Playlist
Please select an icon,Please select an icon
Powerful engines under the hood,Powerful engines under the hood
Premium,Premium
Premium Animations,Premium Animations
Premium Feature,Premium Feature
Premium Visual Effects,Premium Visual Effects
Preparing export...,Preparing export...
Preset name:,Preset name:
Press,Press
Preview,Preview
Previous,Previous
Previous / next record,Previous / next record
Previous Page,Previous Page
Previous record (↑),Previous record (↑)
Price,Price
Primary,Primary
Primary Dark,Primary Dark
Primary Light,Primary Light
Print,Print
Print Settings,Print Settings
Process flow visualization,Process flow visualization
Processing,Processing
Professional animations,Professional animations
Project Tasks,Project Tasks
Project Timeline,Project Timeline
Project setup,Project setup
Project timeline,Project timeline
Project timeline Gantt bars,Project timeline Gantt bars
Project timeline with task dependencies,Project timeline with task dependencies
Properties,Properties
Q2 2026 Development Roadmap,Q2 2026 Development Roadmap
QA Lead,QA Lead
Query Report,Query Report
Queue,Queue
Quick Actions,Quick Actions
Quick Navigation,Quick Navigation
Quick Presets,Quick Presets
Quick action,Quick action
Quick entry form,Quick entry form
Quick filter...,Quick filter...
Radial,Radial
Radius Large,Radius Large
Radius Small,Radius Small
Rate Limit Exceeded,Rate Limit Exceeded
Rating,Rating
Reactions,Reactions
Read Only,Read Only
Ready to get started?,Ready to get started?
Real-time business metrics,Real-time business metrics
Real-time overview,Real-time overview
Recent,Recent
Recent Activity,Recent Activity
Recent Incidents,Recent Incidents
Recommended Resolution,Recommended Resolution
Recommended minimum,Recommended minimum
Record Detail Panel,Record Detail Panel
Records,Records
Redo,Redo
Redo (Alt),Redo (Alt)
Refresh,Refresh
Reject,Reject
Reject All,Reject All
Rejected,Rejected
Relationship Explorer,Relationship Explorer
Relationships,Relationships
Reload Page,Reload Page
Remove,Remove
Remove group,Remove group
Render Error,Render Error
Render error{0}: {1},Render error{0}: {1}
Reply...,Reply...
Report,Report
Report Builder,Report Builder
Reports,Reports
Reports Hub,Reports Hub
Research competitors,Research competitors
Resend Code,Resend Code
Resend in,Resend in
Reset,Reset
Reset View,Reset View
Reset font size,Reset font size
Resolve,Resolve
Response,Response
Restore,Restore
Retail,Retail
Retry,Retry
Revenue by Region,Revenue by Region
Revert,Revert
Review,Review
Review & Submit,Review & Submit
Review Your Information,Review Your Information
Rich interactive widgets,Rich interactive widgets
Right-click actions on graph nodes and edges,Right-click actions on graph nodes and edges
Role,Role
Roles,Roles
Room,Room
Route,Route
Route Planner,Route Planner
Row,Row
Rows,Rows
SVG missing aria-label or <title>,SVG missing aria-label or <title>
Sales Dashboard,Sales Dashboard
Sat,Sat
Save,Save
Save Preset,Save Preset
Save Theme,Save Theme
Save document,Save document
Save failed,Save failed
Save failed ✕,Save failed ✕
Save failed:,Save failed:
Save to Server,Save to Server
Saved,Saved
Saved successfully,Saved successfully
Saved ✓,Saved ✓
Saving…,Saving…
Schema Designer,Schema Designer
Scope,Scope
Script Report,Script Report
"Scroll down to explore each section, or use keyboard arrows to navigate.","Scroll down to explore each section, or use keyboard arrows to navigate."
Search,Search
Search APIs...,Search APIs...
Search bins...,Search bins...
Search everywhere…,Search everywhere…
Search files...,Search files...
Search icons...,Search icons...
Search in document...,Search in document...
Search in workspace,Search in workspace
Search location...,Search location...
Search nodes...,Search nodes...
Search notifications…,Search notifications…
Search or type a command…,Search or type a command…
Search reports...,Search reports...
Search...,Search...
Searching…,Searching…
Search…,Search…
Secondary,Secondary
Select,Select
Select All,Select All
Select DocType...,Select DocType...
Select Icon,Select Icon
Select a cell,Select a cell
Select a field to edit,Select a field to edit
Select a file to preview,Select a file to preview
Select a node or edge,Select a node or edge
Select a record to preview,Select a record to preview
Select an API endpoint from the sidebar,Select an API endpoint from the sidebar
Select an app,Select an app
Select an element first,Select an element first
Select an element to edit its properties,Select an element to edit its properties
Select date range,Select date range
Select end date,Select end date
Select field…,Select field…
Select industry,Select industry
Select language,Select language
Select start date,Select start date
Select...,Select...
Select…,Select…
Send,Send
Send Request,Send Request
September,September
Service,Service
Set,Set
Set Floor Plan Background,Set Floor Plan Background
Settings,Settings
Settings saved successfully,Settings saved successfully
Setup,Setup
Setup Complete!,Setup Complete!
Setup Progress,Setup Progress
Setup Wizard,Setup Wizard
Shadow,Shadow
Share,Share
Share document,Share document
Shipped,Shipped
Show ERD,Show ERD
Show Keyboard Shortcuts,Show Keyboard Shortcuts
Show errors,Show errors
Shuffle,Shuffle
Sign here,Sign here
Single,Single
Singleton,Singleton
Size,Size
Skip,Skip
Skip to main content,Skip to main content
"Sorry, something went wrong. Please try again.","Sorry, something went wrong. Please try again."
Source Column,Source Column
Spacing & Radius,Spacing & Radius
Spacing Unit,Spacing Unit
Speech recognition not supported,Speech recognition not supported
Speed,Speed
Split,Split
Split View — click row to preview without leaving the list,Split View — click row to preview without leaving the list
Split ✓,Split ✓
Staff,Staff
Standard,Standard
Star,Star
Starred,Starred
Start Import,Start Import
Start Tutorial,Start Tutorial
Start building visual experiences,Start building visual experiences
Start writing...,Start writing...
Statistics,Statistics
Status,Status
Status Colors,Status Colors
Step {0} of {1},Step {0} of {1}
Step-by-step guide,Step-by-step guide
Sticky note text:,Sticky note text:
Story,Story
Storyboard,Storyboard
Storyboard Wizard,Storyboard Wizard
Stretch Mode,Stretch Mode
Stroke Color,Stroke Color
Stroke Width,Stroke Width
Submit,Submit
Submit document,Submit document
Submittable,Submittable
Submitted,Submitted
Subtle Background,Subtle Background
Success,Success
Suggestions,Suggestions
Summary,Summary
Sun,Sun
Sunset Warm,Sunset Warm
Supported formats,Supported formats
Surface Colors,Surface Colors
Switch tabs,Switch tabs
System,System
System Settings,System Settings
Table,Table
Table View,Table View
Tabler Icons with smart DocType mapping,Tabler Icons with smart DocType mapping
Tailwind,Tailwind
Target Field,Target Field
Tasks,Tasks
Technology,Technology
Technology Stack,Technology Stack
Tests,Tests
Text,Text
Theme Builder,Theme Builder
Theme Error,Theme Error
Theme Manager,Theme Manager
Theme Name,Theme Name
Theme error{0}: {1},Theme error{0}: {1}
Thickness,Thickness
This DocType needs a Select field with status options,This DocType needs a Select field with status options
This Month,This Month
This Quarter,This Quarter
This Week,This Week
This Year,This Year
This field is required,This field is required
This interactive story walks you through the key metrics and data in this workspace.,This interactive story walks you through the key metrics and data in this workspace.
Thu,Thu
Thumbnails,Thumbnails
Time,Time
Timeline,Timeline
Timeline View,Timeline View
Tip,Tip
To,To
To Do,To Do
Today,Today
Toggle Bilingual Tips,Toggle Bilingual Tips
Toggle Dark Mode,Toggle Dark Mode
Toggle Direction,Toggle Direction
Toggle Full Screen,Toggle Full Screen
Toggle Grid,Toggle Grid
Toggle Heatmap,Toggle Heatmap
Toggle Layout,Toggle Layout
Toggle Nav Sidebar,Toggle Nav Sidebar
Toggle Split View,Toggle Split View
Toggle high contrast,Toggle high contrast
Toggle navigation,Toggle navigation
Toggle reduced motion,Toggle reduced motion
Too many requests. Please try again later.,Too many requests. Please try again later.
Tool,Tool
Total,Total
Total DocTypes,Total DocTypes
Total Metrics,Total Metrics
Total Modules,Total Modules
Total Qty,Total Qty
Total Revenue,Total Revenue
Total Value,Total Value
Total documents,Total documents
Transaction,Transaction
Transition Label,Transition Label
Treasury,Treasury
Tree,Tree
Tree View,Tree View
Tue,Tue
Type,Type
Type / for commands...,Type / for commands...
Type a command,Type a command
Type a command or search…,Type a command or search…
Type a command…,Type a command…
Type to search across all sources,Type to search across all sources
Typography,Typography
UI Components,UI Components
URL,URL
Undo,Undo
Unified,Unified
Unknown widget type,Unknown widget type
Untitled,Untitled
Up,Up
Upgrade to Premium for this feature,Upgrade to Premium for this feature
Upload,Upload
Upload Image,Upload Image
Use App Map,Use App Map
Use Calendar,Use Calendar
Use Ctrl+F in viewer,Use Ctrl+F in viewer
Use ERD Explorer,Use ERD Explorer
Use Gallery,Use Gallery
Use Gantt Chart,Use Gantt Chart
Use Kanban Board,Use Kanban Board
Use Map,Use Map
Use Storyboard,Use Storyboard
Use Tree View,Use Tree View
Use high-resolution blueprint/CAD exports for best results,Use high-resolution blueprint/CAD exports for best results
Use the toolbar above to switch back to the standard view at any time.,Use the toolbar above to switch back to the standard view at any time.
Use ↑↓ to navigate · Esc to close · Ctrl+Enter to open full,Use ↑↓ to navigate · Esc to close · Ctrl+Enter to open full
User,User
User Roles,User Roles
Valid,Valid
Validation Error,Validation Error
Validation failed,Validation failed
Value,Value
Values,Values
Versions,Versions
View,View
View Details,View Details
View Relationships,View Relationships
View Reports,View Reports
View Statistics,View Statistics
View Visual Hub,View Visual Hub
View file,View file
Virtual,Virtual
Visual Calendar,Visual Calendar
Visual Dashboard,Visual Dashboard
Visual Form Dashboard,Visual Form Dashboard
Visual GUI Framework for Frappe,Visual GUI Framework for Frappe
Visual Gallery,Visual Gallery
Visual Gantt,Visual Gantt
Visual Hub,Visual Hub
Visual Map,Visual Map
Visual Templates Demo,Visual Templates Demo
Visual Tree View,Visual Tree View
Visual component '{0}' not found,Visual component '{0}' not found
Visual linked-document dashboard,Visual linked-document dashboard
Visual linked-document dashboard on forms,Visual linked-document dashboard on forms
Visual schema explorer,Visual schema explorer
Visualize your data relationships,Visualize your data relationships
Voice input,Voice input
WIP limit reached for {0},WIP limit reached for {0}
Walkthrough,Walkthrough
Warning,Warning
We use cookies to improve your experience.,We use cookies to improve your experience.
Website Settings,Website Settings
Wed,Wed
Week,Week
Week of,Week of
Weekdays at 9 AM,Weekdays at 9 AM
Weighted Value,Weighted Value
Welcome to,Welcome to
What you can do,What you can do
Whiteboard,Whiteboard
Whiteboard loaded,Whiteboard loaded
Whiteboard saved,Whiteboard saved
Wizard completed successfully!,Wizard completed successfully!
Workflow,Workflow
Workflow & dependency visualization,Workflow & dependency visualization
Workflow and dependency chain visualization,Workflow and dependency chain visualization
Workflow saved,Workflow saved
Workspace,Workspace
Workspace Navigation,Workspace Navigation
Workspaces,Workspaces
Write a comment…,Write a comment…
Write documentation,Write documentation
Yes,Yes
Yesterday,Yesterday
You are here,You are here
You do not have permission to {0} {1},You do not have permission to {0} {1}
You do not have the '{0}' capability. Contact your administrator.,You do not have the '{0}' capability. Contact your administrator.
You have an unsaved draft.,You have an unsaved draft.
You were mentioned,You were mentioned
You're all set. Click Finish to start using the system.,You're all set. Click Finish to start using the system.
Your information has been submitted successfully.,Your information has been submitted successfully.
Zone,Zone
Zoom In,Zoom In
Zoom Out,Zoom Out
active filter(s),active filter(s)
at,at
at minute,at minute
changes,changes
chars,chars
close,close
commented,commented
completed,completed
cover = fill (may crop) · contain = fit inside · stretch = distort to fill · original = natural size,cover = fill (may crop) · contain = fit inside · stretch = distort to fill · original = natural size
d,d
days,days
empty,empty
errors,errors
every minute,every minute
failed,failed
fields,fields
h,h
imported,imported
in,in
info,info
items,items
just now,just now
m,m
mapped fields,mapped fields
min,min
modified,modified
more,more
navigate,navigate
of,of
of every hour,of every hour
on,on
on day,on day
or higher,or higher
page,page
permissions granted,permissions granted
records,records
reports available,reports available
resp,resp
rows,rows
rows added,rows added
rows removed,rows removed
select,select
selected,selected
to toggle,to toggle
to toggle this overlay,to toggle this overlay
uptime,uptime
versions,versions
viewing,viewing
vs last period,vs last period
warnings,warnings
words,words
{0} doctypes,{0} doctypes
{0} is not configured properly. Please check Settings.,{0} is not configured properly. Please check Settings.
{0} is required,{0} is required
{0} modules,{0} modules
{0} must be a number,{0} must be a number
{0} must be greater than zero,{0} must be greater than zero
{0} must be one of: {1},{0} must be one of: {1}
{0} {1} not found,{0} {1} not found
— Skip —,— Skip —
